Title,Rating,Votes,Duration,Genre
La Joia: Bad Gyal,5.8,83,92,biography
Nonkonform,7.9,15,117,biography
La valanga azzurra,7.6,10,90,biography
Looking for Simone,7.3,15,93,biography
"Jacques Demy, le rose et le noir",7.1,13,88,biography
Rhythm of a Flower,7.3,15,81,biography
"Marisol, llámame Pepa",6.8,115,87,biography
Lafran,8.2,15,99,biography
Lulu in Turin,8.5,6,76,biography
Ago,8.0,6,80,biography
Janet Jackson: In Control,5.5,8,60,biography
"Sean Penn, L'enfant terrible de l'Amérique",7.4,27,52,biography
Yaremchuk: Nezrivniannyi svit krasy,8.6,463,92,biography
Maria,4.2,22,60,biography
COMA,9.5,9,80,biography
"Mary, Marianna, Maria: Ta agnosta ellinika hronia tis Kallas",7.6,14,103,biography
The Truth: The Journey Within,7.2,8,91,biography
Nollbudget,8.3,11,72,biography
"Dolly Parton: Bigger Hair, Bigger Heart",7.0,11,60,biography
Shaking It Up: The Life and Times of Liz Carpenter,8.0,9,77,biography
All Access to Rossa 25 Shining Years,8.7,65,91,biography
Il ricercatore,5.8,7,71,biography
"Kati: Eine Kür, die bleibt",6.1,85,99,biography
It'll Never Work,9.6,30,57,biography
9 sekund,4.6,62,91,biography
Paul Anka: His Way,7.3,11,100,biography
Davaj Paradiso,9.1,27,63,biography
"Steven Spielberg, l'homme et l'enfant",6.4,14,56,biography
No More Trouble - Cosa rimane di una tempesta,8.5,19,97,biography
Not Taken: Origins,9.8,6,69,biography
Insula Fondane (Fondane Island),8.8,12,82,biography
Waldo,6.6,7,104,biography
O familie aproape perfecta,5.4,8,88,biography
The Ballad of John and Yoko,8.5,17,101,biography
Barnen från Camp Ashraf,5.4,19,88,biography
Tapes of Revolution,9.5,6,75,biography
Graciano Rocchigiani - Das Herz eines Boxers,9.2,51,123,biography
Nebesko,5.2,10,73,biography
Im Schatten der Träume,8.2,10,90,biography
Reba McEntire: Country Gold,7.5,10,60,biography
Beethoven's Nine,7.6,11,90,biography
Golpe a Golpe (Blow by Blow),8.1,23,90,biography
Giannis Spanos: Piso ap' ti markiza,7.8,17,118,biography
Brev til Håkon Banken,8.1,28,80,biography
Palace Guardians,9.4,8,64,biography
Beyaz Zenciler: Yapim Asamasi,8.6,5,55,biography
Carles Sabater. No espereu res de mi,8.1,19,75,biography
Veljko od mora,7.2,16,53,biography
"Georges Pompidou, la cruauté du pouvoir",6.5,7,104,biography
Toquinho: Encontros e um Violão,8.6,5,90,biography
¡Qué suerte hemos tenido!,7.5,16,62,biography
Gevart,7.3,70,34,biography
"Lupicinio Rodrigues, Confissões de um Sofredor",7.0,5,99,biography
87 Candles,8.9,9,55,biography
The Order,6.8,43000,116,crime
The Beekeeper,6.3,157000,105,crime
Trap,5.8,138000,105,crime
Longlegs,6.6,186000,101,crime
Juror #2,7.0,98000,114,crime
Freaky Tales,6.7,2000,107,crime
Carry-On,6.5,166000,119,crime
The Crow,4.7,35000,111,crime
Despicable Me 4,6.2,66000,94,crime
Wolfs,6.5,83000,108,crime
Greedy People,6.2,12000,112,crime
MaXXXine,6.2,70000,103,crime
Rebel Ridge,6.8,88000,131,crime
Dead Mail,6.0,1000,106,crime
Pushpa: The Rule - Part 2,6.1,56000,201,crime
Emilia Pérez,5.4,88000,132,crime
The Girl with the Needle,7.5,14000,123,crime
Lucky Baskhar,8.0,32000,148,crime
Absolution,5.2,8200,112,crime
Bad Boys: Ride or Die,6.5,100000,115,crime
Love Lies Bleeding,6.6,57000,104,crime
Riff Raff,5.7,3100,103,crime
Lake George,6.4,1200,118,crime
Monkey Man,6.8,92000,121,crime
The Instigators,6.2,38000,101,crime
The Seed of the Sacred Fig,7.6,14000,167,crime
Beverly Hills Cop: Axel F,6.4,81000,118,crime
Lift,5.5,49000,107,crime
Maharaja,8.4,67000,141,crime
Sleeping Dogs,6.2,22000,110,crime
Santosh,7.1,2000,128,crime
Jafaican,5.2,10,101,crime
Toofan,7.4,8200,145,crime
Marco,6.8,21000,145,crime
The Thicket,5.8,3100,108,crime
Trigger Warning,4.6,19000,106,crime
Armor,3.6,4100,89,crime
Long Gone Heroes,5.2,1100,101,crime
Trouble,6.2,6900,98,crime
Beating Hearts,7.0,4800,166,crime
Killer Heat,5.6,13000,95,crime
Twilight of the Warriors: Walled In,7.0,9600,126,crime
Brothers,5.4,13000,89,crime
The Shadow Strays,6.5,9200,144,crime
Duchess,4.6,1400,114,crime
The Silent Hour,6.1,7500,99,crime
Colors of Evil: Red,6.4,8500,111,crime
Blackwater Lane,4.6,1900,108,crime
Force of Nature: The Dry 2,5.8,7100,120,crime
Misericordia,6.8,2100,104,crime
Do Patti,6.4,69000,126,crime
Hitpig,5.1,952,86,crime
Dead Sea,5.2,5300,88,crime
Harbin,6.3,678,108,crime
Boneyard,4.1,5000,96,crime
Damaged,4.7,7300,97,crime
My Fault,4.2,7000,120,crime
Bangkok Dog,4.8,202,85,crime
Megamind vs. The Doom Syndicate,2.5,5600,83,crime
The Unholy Trinity,7.9,55,93,crime
The Calendar Killer,5.4,4200,97,crime
5lbs of Pressure,5.2,1600,111,crime
Detained,4.9,1600,97,crime
The Trainer,7.1,56,95,crime
Sector 36,7.1,25000,123,crime
Justice,6.3,3900,113,crime
Baby John,5.2,17000,159,crime
The Courier,6.0,4400,101,crime
Viduthalai Part 2,7.8,16000,170,crime
The Thundermans Return,5.0,1800,70,crime
Revolver,5.4,868,114,crime
Singham Again,4.7,75000,144,crime
Thalavan,7.2,4700,131,crime
The Roundup: Punishment,6.6,5300,109,crime
Sikandar Ka Muqaddar,6.0,24000,142,crime
Darkness of Man,4.8,3200,109,crime
Jönssonligan kommer tillbaka,5.9,1400,104,crime
The Quiet Ones,6.3,698,110,crime
"I, the Executioner",6.4,1800,118,crime
Jigra,6.0,24000,153,crime
Badland Hunters,5.9,12000,107,crime
Depravity,4.3,1000,117,crime
Reputation,9.1,10,83,crime
Inside,7.0,239,104,crime
Code 8: Part II,5.7,16000,100,crime
Golam,7.2,5700,120,crime
The Clean Up Crew,4.1,1200,95,crime
Strictly Confidential,2.8,854,94,crime
Officer Black Belt,6.8,8300,108,crime
Maharaj,6.5,15000,131,crime
The Kingdom,6.9,798,112,crime
Døde menn går på ski,5.2,303,89,crime
Marmalade,6.3,3600,99,crime
Drugstore June,5.4,1700,91,crime
El Jockey,6.4,1700,96,crime
Pani,6.9,3100,143,crime
Maldoror,7.0,636,155,crime
Midnight Taxi,5.4,86,97,crime
The Soul Eater,5.9,2600,108,crime
Bogota: City of the Lost,5.4,1900,108,crime
Ride,5.9,395,114,crime
Case of Kondana,5.8,613,143,crime
Cult Killer,4.8,2800,105,crime
Guns & Moses,8.2,47,94,crime
King Ivory,7.2,64,130,crime
Ulajh,6.0,24000,150,crime
Barron's Cove,8.2,35,116,crime
Lover Stalker Killer,7.0,13000,90,crime
Compulsion,6.3,13,94,crime
What Jennifer Did,6.1,11000,87,crime
Bougainvillea,6.4,3200,138,crime
Savi,6.1,35000,126,crime
Anweshippin Kandethum,7.4,10000,142,crime
City Hunter,6.3,5600,102,crime
Sicilian Letters,6.1,741,122,crime
Laws of Man,5.2,1000,98,crime
Dead Wrong,3.9,259,104,crime
Sorgavaasal,6.6,1400,138,crime
Broken Rage,6.1,1400,62,crime
Boundless,5.6,1900,121,crime
Saripodhaa Sanivaaram,7.0,9100,166,crime
The Pee Pee Poo Poo Man,8.1,27,79,crime
To a Land Unknown,7.3,508,105,crime
Freedom,5.9,1400,110,crime
Untamed Royals,4.6,642,99,crime
Jailbreak: Love on the Run,6.4,3200,88,crime
First Shift,4.5,2000,89,crime
Hijack 1971,6.8,3300,100,crime
Io e te dobbiamo parlare,4.2,267,95,crime
In Her Place,6.2,1500,96,crime
Bhakshak,7.2,7200,134,crime
Sheriff,6.9,1100,133,crime
Here Now,4.9,419,118,crime
Kahar: Kapla High Council,6.9,465,102,crime
How to Rob a Bank,6.6,4200,88,crime
The Sabarmati Report,6.4,24000,127,crime
Crescent City,3.9,1400,103,crime
In Youth We Trust,6.7,443,132,crime
Kingsmen,6.3,48,72,crime
Strangers,4.3,390,106,crime
Gumasthan,5.8,521,145,crime
Hellhound,4.3,507,103,crime
Bloodline Killer,3.8,4400,105,crime
Nice Girls,4.2,1200,92,crime
Vettaiyan,7.0,39000,163,crime
Wanted Man,4.8,2600,85,crime
Ferry 2,5.6,3800,94,crime
The Lockdown,4.3,614,117,crime
Shoutai,6.9,581,120,crime
Raayan,6.5,11000,145,crime
Biggest Heist Ever,6.1,1500,85,crime
Rats!,6.6,130,85,crime
Two to One,6.1,731,116,crime
Dirty Money,5.6,141,100,crime
The Shameless,5.8,223,114,crime
Dirty Ice Cream,4.4,124,47,crime
Auron Mein Kahan Dum Tha,6.5,41000,150,crime
Belle,5.8,65,100,crime
Dengeler,5.3,214,123,crime
The Birds Who Fear Death,9.2,73,102,crime
Citizen of a Kind,6.7,830,114,crime
Serpent's Path,5.8,289,112,crime
A Place Called Silence,6.4,1300,119,crime
Loverboy: Emoties Uit,6.4,523,98,crime
Amish Affair,5.5,201,86,crime
Peg O' My Heart,6.2,132,97,crime
Mission: Cross,6.1,2600,105,crime
Faultline,5.7,102,92,crime
Phir Aayi Hasseen Dillruba,5.8,6800,132,crime
GTMax,5.0,1300,100,crime
Last Known Location,6.1,1400,110,crime
Svemu dodje kraj,6.5,326,89,crime
Havnaa,7.2,246,110,crime
Roadkill,3.7,687,90,crime
They Called Him Mostly Harmless,5.9,3200,89,crime
Conquer: Lahad Datu,6.6,520,120,crime
Tillu Square,6.6,3400,137,crime
Miséria,5.3,101,99,crime
Octopus with Broken Arms,6.1,270,109,crime
Nefarious,7.1,56,85,crime
The Park Maniac,4.8,1600,103,crime
Kaulayaw,4.1,167,95,crime
Anand Sreebala,6.6,2400,134,crime
Sons of Rizk 3,6.7,1700,125,crime
Scorched Earth,6.7,550,101,crime
The Final: Attack on Wembley,6.3,2500,82,crime
Rautu Ka Raaz,6.3,2000,114,crime
Borderless Fog,5.2,1300,110,crime
Abraham Ozler,6.6,4200,143,crime
The Smile Man,7.5,1500,122,crime
She's Got No Name,7.0,50,150,crime
Nunakuzhi,6.8,3000,125,crime
Road to Terzetto,7.2,36,96,crime
The Moon Thieves,6.1,254,108,crime
Bermondsey Tales: Fall of the Roman Empire,4.3,193,99,crime
Papa,7.5,327,131,crime
Cravings,1.7,10,155,crime
10 Days of a Curious Man,5.7,1300,110,crime
Visfot,5.7,1200,130,crime
Sayara,5.7,279,98,crime
Ghost Killer,7.0,77,105,crime
Crisis Negotiators,6.7,719,120,crime
Baby Assassins: Nice Days,7.3,308,103,crime
A Gangster's Kiss,4.7,47,81,crime
The Hostage,6.0,11,87,crime
Lady Scorpions,3.6,369,101,crime
Red Night at Skye's,6.3,10,82,crime
The Kingdom,7.7,93,133,crime
Mirza: Part 1 - Joker,6.8,241,165,crime
Love You to Debt,6.2,760,135,crime
Little Jaffna,6.9,46,100,crime
"Rajagunj: Pooja, Sir",6.3,739,115,crime
Mr. Bachchan,3.6,5300,150,crime
The Experts,6.1,283,121,crime
Go for Broke,5.7,272,115,crime
Vina: Before 7 Days,5.4,593,100,crime
Dhakshina,5.4,5200,107,crime
Una ballena,6.1,77,108,crime
The Truth vs. Alex Jones,7.5,3000,121,crime
The Girl Who Wore Yellow Lace,4.5,22,82,crime
Nirangal Moondru,6.1,537,122,crime
Le Mohican,7.0,154,87,crime
Murder and Cocktails,3.9,363,88,crime
Midas,4.6,340,85,crime
Nahir,4.7,1100,122,crime
(Pri)sons,5.0,276,100,crime
Passages of Nexus,5.6,262,108,crime
The Plot,4.8,383,100,crime
Krista,5.7,50,58,crime
Chris Brown: A History of Violence,5.4,319,82,crime
Jersey Bred,4.4,71,92,crime
Harom Hara,6.6,3000,154,crime
A Brothers Bond,5.2,43,103,crime
Killer Babes,3.5,286,94,crime
Hit List,5.5,313,125,crime
No Cap,5.6,38,108,crime
Operation Raavan,7.8,1200,147,crime
"MoviePass, MovieCrash",6.7,2800,96,crime
Bunny & Clive,2.3,23,76,crime
Dandupalayam,5.5,1200,137,crime
Bangkok Breaking: Heaven and Hell,5.8,671,146,crime
Quotation Gang Part 1,8.8,21,118,crime
Cookster: The Darkest Days,8.2,40,119,crime
Siren,6.4,2900,154,crime
Unspoken,8.2,46,120,crime
The Heist,6.9,2000,120,crime
"LSD 2: Love, Sex Aur Dhokha 2",3.8,2800,119,crime
Hunt the Wicked,5.3,114,102,crime
Bars,5.8,23,135,crime
Final Heist,4.4,153,83,crime
Samandar,7.7,140,172,crime
Illusions for Sale: The Rise and Fall of Generation Zoe,6.2,645,107,crime
The Actor,3.4,733,128,crime
Metamorfosi dell'essere,7.3,82,105,crime
Drive,5.6,335,90,crime
Valley of the Shadow of Death,5.1,15,84,crime
Kondal,5.4,775,147,crime
Silence 2: The Night Owl Bar Shootout,6.2,1900,142,crime
ChiefsAholic: A Wolf in Chiefs Clothing,6.2,379,121,crime
The Epidemic,5.8,71,95,crime
Oppa,8.5,47,84,crime
Plastic Guns,6.3,624,95,crime
Fyre Rises,6.5,323,110,crime
They Turned Us Into Killers,2.7,255,86,crime
Bhaje Vaayu Vegam,6.1,762,136,crime
Andhagan,6.6,1200,142,crime
Silver Star,7.1,16,102,crime
Zebra,7.2,3200,164,crime
PT Sir,6.8,1700,130,crime
Silvio,3.0,515,114,crime
Gde nashi dengi?,4.9,39,76,crime
Scopophobia,5.8,55,100,crime
Where Is Gilgamesh?,9.0,607,90,crime
Filthy Animals,7.3,91,96,crime
Prepare to Die,4.6,236,93,crime
Sattam En Kaiyil,8.0,2200,124,crime
Tòkunbò,3.9,297,113,crime
Red,4.5,99,114,crime
Blackia 2,6.0,126,132,crime
"Hemet, or the Landlady Don't Drink Tea",4.3,88,89,crime
Diddy: Summit to Plummet,2.3,203,60,crime
Sinful Lies,6.9,8,65,crime
Bastar: The Naxal Story,6.4,3300,124,crime
The Mick and the Trick,4.9,77,96,crime
Guess Who,4.8,368,93,crime
9 Windows,3.6,310,82,crime
Satyabhama,5.9,1500,132,crime
Troll Factory,5.8,470,109,crime
The Seven Sorrows of Mary,6.6,35,98,crime
The Desperate Chase,5.5,60,110,crime
Poslednji strelac,5.5,260,90,crime
Matka,4.7,586,156,crime
Gangs of Godavari,5.0,909,165,crime
The Shakedown,5.0,309,104,crime
Shu Si Yi Bo,6.7,34,91,crime
The Shadow,6.5,265,90,crime
Ballistic,2.2,161,95,crime
Un homme en fuite,5.4,160,106,crime
DNA,5.1,210,156,crime
Young Lion of the West,5.2,108,93,crime
Yalakunni,8.8,167,135,crime
RapeD,7.0,28,105,crime
Dead Man,5.1,207,109,crime
Mathu Vadalara 2,7.0,1700,139,crime
Vares X,3.7,123,85,crime
Saindhav,5.1,1600,138,crime
The Worst Man in London,5.7,146,127,crime
The Waterboyz,7.8,86,89,crime
Hustlers Take All,5.5,82,106,crime
High Forces,5.7,531,119,crime
Formed Police Unit,4.6,479,120,crime
Sous écrous,5.4,59,111,crime
The Infallibles,4.8,758,99,crime
Shakhahaari,7.5,1300,145,crime
RTI,5.9,26,130,crime
Chameleon,5.8,31,133,crime
Estômago II: O Poderoso Chef,5.8,326,131,crime
Rebel,3.2,66,100,crime
One Last Time,7.0,15,82,crime
Unknown Caller,7.0,29,63,crime
Wannabe,4.6,126,102,crime
Yevam,5.8,1500,123,crime
Remember Us,6.2,40,96,crime
Raja Rani,9.3,101,134,crime
S.I.T,6.7,2300,110,crime
Blood and Black,7.4,1100,88,crime
Bozji gnjev,7.2,59,111,crime
Danger in the Dorm,5.0,154,86,crime
Cursed in Baja,6.9,25,80,crime
Overdose,9.1,52,135,crime
Castillo,8.1,33,128,crime
Gam Gam Ganesha,5.3,310,140,crime
Desperado,5.9,144,100,crime
Piano Love,5.8,15,96,crime
The Unwavering Brotherhood,5.3,80,94,crime
Suspect,4.5,82,94,crime
Texas Twister,2.5,158,88,crime
Prasanna Vadanam,6.6,538,146,crime
Nastupit leto,6.4,37,94,crime
Cry of Silence,6.2,73,116,crime
Bodiless,5.7,1000,90,crime
Bond of Justice: Kizuna Part I - Encounter,6.2,18,92,crime
Breaking the Silence: The Maria Soledad Case,6.3,521,95,crime
Pattaya Heat,5.6,224,117,crime
Mudo Kannu,6.6,2100,100,crime
The Star City Murders,4.2,143,79,crime
Green Bones,7.7,191,96,crime
Chor Dil,7.4,38,135,crime
The Texas Cheerleader Murder Plot,5.0,297,100,crime
Dream Team,5.2,60,91,crime
Con Queens,6.2,19,80,crime
Shadows of Betrayal: Chronicles of Ian Blair,7.3,12,65,crime
The Murder of Sandra Rivett,6.3,145,90,crime
Untold: The Murder of Air McNair,5.6,2100,57,crime
Angry Squad: Civil Servants & Seven Swindlers,7.9,46,120,crime
Oru Nodi,6.7,504,128,crime
Uninvited,6.3,80,93,crime
Beneath the Fold,7.2,27,80,crime
Reloaded 2,7.7,1100,45,crime
Swing Bout,8.7,175,90,crime
Shivam Bhaje,7.8,3000,121,crime
Killerwood,7.3,30,84,crime
Kokuhaku Confession,5.6,151,74,crime
Rakshana,5.4,1100,139,crime
Taxali Gate,6.6,118,95,crime
Priyo Maloti,6.7,190,119,crime
Cafe 404,7.3,38,93,crime
Risky Business,7.2,104,107,crime
Marine Drive,9.5,50,105,crime
Wieczór kawalerski,4.8,437,85,crime
Kiss of the Con Queen,7.2,28,117,crime
Best Man Dead Man,7.2,14,83,crime
Sentimentaaal,5.3,977,135,crime
The Bitter Sugar,6.8,9,92,crime
Hovering Blade,6.1,237,107,crime
What Happens in Miami,4.3,220,90,crime
Plea,6.9,24,88,crime
Martingale,5.4,105,103,crime
Accident or Conspiracy: Godhra,7.4,783,133,crime
Vivekam,8.2,308,104,crime
Pathological: The Lies of Joran van der Sloot,6.5,347,93,crime
Tiger Wolf Rabbit,6.2,508,126,crime
La mort viendra,6.0,42,101,crime
Brattt,4.7,67,117,crime
Second Life,6.7,49,105,crime
Holiday Hold-Up,5.6,69,89,crime
Chithini,6.0,551,151,crime
Kaliyugam Pattanamlo,6.6,2200,150,crime
Kala Ratri,6.8,15,122,crime
Rob N Roll,6.1,1500,98,crime
Bheema,5.8,955,148,crime
Kingdom Reign,8.4,38,119,crime
Dark World,4.9,15,135,crime
The Donor,9.0,9,23,crime
Vojna policajtov,6.5,339,150,crime
Raavsaheb,8.4,7,138,crime
"Bullets, Brothers and Blood",7.8,15,85,crime
Dark Deceptions,6.2,36,82,crime
Killcon,9.5,14,31,crime
Maven,9.4,44,135,crime
Villain - Life of a Gangster,8.9,157,141,crime
The Legend of the Vagabond Queen of Lagos,7.8,37,100,crime
Gold Boy,6.5,134,129,crime
Thirumbipaar,6.0,239,101,crime
Protein,6.5,64,100,crime
Pungut,6.9,12,100,crime
Hain,2.9,45,95,crime
Money No Enough 3,6.0,264,138,crime
Dickweed,7.1,36,90,crime
CHAAW: Chapter 3 - Christmas Time Is Here,7.9,475,72,crime
GATAO: Like Father Like Son,6.7,72,100,crime
Suspicion,3.6,211,115,crime
Lipstick,6.4,28,145,crime
Raktaksha,8.1,1400,118,crime
Nico,8.3,46,109,crime
Valleyheart,8.8,37,98,crime
Blood Dried Hands,5.4,36,115,crime
Whatever It Takes,8.3,14,93,crime
4N6,9.6,62,117,crime
Thankamani,4.6,229,156,crime
Abudeka Is Back,5.3,35,120,crime
State of Silence,6.5,110,80,crime
Abnormal: Buas,5.6,26,90,crime
Niyathi,6.8,172,113,crime
Housekeeping,6.0,41,98,crime
Landkrimi: Steirergift,6.4,68,90,crime
Crime Reel,7.5,141,111,crime
Tiempo de Pagar,7.4,48,63,crime
Chitram Choodara,4.6,15,127,crime
Charlotte Link - Ohne Schuld,5.5,41,89,crime
A Place Under the Sun,9.2,35,110,crime
Meitantei Conan Bâsasu Kaitô Kiddo,6.1,162,81,crime
Pepe,5.0,493,126,crime
Nasha Jurm Aur Gangsters,6.6,2600,137,crime
Secret Home,8.3,148,117,crime
The Victims,5.8,85,99,crime
Bury Him,7.4,13,88,crime
Gossip to Die For,5.3,82,94,crime
Nelma Kodama: The Queen of Dirty Money,5.5,185,94,crime
Porch Pirates,5.0,104,107,crime
Who Killed Angel Adams?,6.3,24,76,crime
Snowstorm,4.5,6,91,crime
ONENESS,9.3,18,115,crime
Thozhar Che Guevara,5.1,37,120,crime
Supplier Shankara,9.3,71,163,crime
Dream Lock,8.6,21,100,crime
The Stix,7.3,33,123,crime
Three Old Boys,4.8,97,108,crime
The Good Loan Sharks,5.0,75,122,crime
My Home Hero the Movie,6.1,8,117,crime
Game Over,5.7,20,74,crime
Common Sense,2.5,20,68,crime
Lipstick on the Glass,4.6,12,116,crime
Anyone Else But Me,7.0,153,95,crime
The Bodyguard,6.6,31,87,crime
Kurukku,6.6,532,109,crime
Lorry Chapter-1,5.7,2400,183,crime
Aranam,7.5,402,127,crime
Welcome to the Game,5.9,64,90,crime
Diari de la meva sextorsió,6.5,53,64,crime
Historias invisibles,6.4,27,110,crime
Paarijathaparvam,6.2,2300,133,crime
Nietzsche's Umbrella,8.7,21,86,crime
Maloney - Die ersten drei haarsträubenden Fälle,6.7,76,98,crime
Murder in a Teacup,6.3,149,93,crime
Uno Sir,6.4,44,106,crime
Searching for Amani,7.9,31,80,crime
First Rites,7.0,5,114,crime
Routa,6.5,31,127,crime
G - 21 scener från Gottsunda,7.0,184,80,crime
Jama,6.3,16,71,crime
Ugravatara,7.9,552,122,crime
Orah,7.1,20,95,crime
Kiyma: Orman Kanunlari,4.5,36,81,crime
Muzhskoe slovo,6.5,462,94,crime
Muroi Shinji: Yaburezaru Mono,7.7,8,115,crime
"Milk, Rice, and the Blood",9.0,53,45,crime
A Valentine's Day,8.4,9,126,crime
The Dealer,8.3,12,120,crime
Jaspal,7.3,28,106,crime
Opportunity,8.9,91,96,crime
Theppa Samudram,7.4,1600,133,crime
Tschugger - Der Lätscht Fall,8.1,165,147,crime
Siragan,7.0,152,130,crime
Grey Games,8.8,1100,121,crime
Vergüenza,6.9,24,103,crime
Myall Creek Day of Justice,6.4,17,78,crime
Atlanta 10.02,5.3,14,45,crime
The Housewife and the Hustler 2: The Reckoning,6.5,44,94,crime
Salvajes,5.6,60,90,crime
Haunting Trophies,7.7,66,150,crime
Untouchable,4.5,88,112,crime
Rancor,7.0,34,83,crime
Laandhar,4.1,97,117,crime
Los Justos,6.4,74,79,crime
Hocus Focus,7.9,19,85,crime
Jog 101,6.6,497,107,crime
The Bottom Line,6.5,12,107,crime
Mukhya Gamanika,8.5,2100,125,crime
"Fallen Leaves, Broken Lighters",7.7,7,96,crime
Scapegoat,7.0,22,85,crime
Common Creed: Trafficking,6.7,8,106,crime
Malam Pertobatan,6.8,12,81,crime
Aaro,4.5,13,120,crime
Gull Lake Vice II: The Delusion Continues,8.2,16,58,crime
Ingu Mirugangal Vaazhum Idam,6.2,14,108,crime
Lesní vrah,4.2,78,78,crime
Abduction Chronicles,8.4,36,126,crime
Yathabhava,8.3,28,127,crime
Below the Rim,5.0,16,89,crime
Break War,2.4,15,86,crime
Bigul,9.3,46,144,crime
Agontuk,5.5,23,125,crime
Walk the Line,5.5,94,115,crime
Rhino Man,8.8,42,96,crime
The London Underground Killer,4.7,92,91,crime
Gally Gang Stars,9.0,2000,157,crime
Blue Christmas,5.6,21,79,crime
"Compa, me gusta su vieja",5.6,21,86,crime
Jalandhara,9.2,545,110,crime
5D,8.2,578,129,crime
Blitz,7.2,8,6,crime
Chacaleria,8.1,419,116,crime
Vallavan Vaguthadhada,6.5,56,104,crime
Lolipop Gang,3.6,7,90,crime
Vengeful,6.1,18,100,crime
Don't Love,7.8,1500,177,crime
The Real Story of January 6: Part 2 - The Long Road Home,6.2,29,90,crime
Little Black Submarines,6.9,57,123,crime
Insurance Jimmy,6.5,149,110,crime
The Deal,8.5,26,130,crime
Passagrana,6.4,130,100,crime
Shina,7.5,7,98,crime
Die Bloedhonde,6.3,10,97,crime
Sangharshana,7.3,1600,102,crime
Rangeli,9.4,93,140,crime
Dai jia fa de ren,5.4,59,121,crime
Novyy god v Beryozovke,7.1,99,94,crime
Kaçkin,7.6,9,104,crime
Kunstroof,7.0,43,102,crime
Pinnil Oral,6.0,113,127,crime
AK47,7.2,14,146,crime
Koresha,3.0,63,86,crime
Guxim,7.7,34,75,crime
Above the Trees,6.5,14,125,crime
Leha,2.3,42,98,crime
What Lies Within,5.3,13,90,crime
SMB-plush presents trick or death,8.8,16,120,crime
La Tamalera,8.2,9,115,crime
Downfall of the Crypto King (theatrical feature),6.2,28,90,crime
Pink Butterfly,5.7,55,109,crime
Liebling Kreuzberg 2.0,5.1,50,89,crime
A Frozen Rage,5.4,47,115,crime
A Reel Heist,5.2,58,116,crime
Mun Kaupunki,6.6,22,105,crime
Beauty Grace Malice,7.6,44,81,crime
Yurka,4.0,30,85,crime
Mina and the Radio Bandits,7.3,44,110,crime
Sharma & Ambani,9.1,184,104,crime
Yaa Devi Sarva Bhuteshu,8.7,8,119,crime
Shades of Sapphire,7.8,9,77,crime
Ata Nirjon Duporiya,8.0,10,103,crime
Real Estate Sisters,4.8,17,84,crime
Dead Name,9.0,11,84,crime
Thirsty for Likes,4.0,38,46,crime
Spending Some Time Together,6.9,28,146,crime
No Loose Ends,6.7,9,68,crime
Who Do You Trust?,3.6,40,96,crime
Bayamariya Brammai,8.8,25,88,crime
7vens Law,9.4,20,68,crime
Conviction,7.0,36,97,crime
Vrutos,8.4,9,100,crime
Netru Indha Neram,5.5,136,140,crime
Water Mafia,9.2,13,45,crime
Buenas noches,8.4,5,91,crime
Dheera Samrat,9.8,99,123,crime
Full Clip for a Snitch,3.6,19,75,crime
Give Me a Ride,5.0,16,102,crime
El Junior Del Patron,7.4,10,92,crime
Dawgz Life,8.2,12,143,crime
Slapes,6.8,31,82,crime
All Suspects,3.6,19,96,crime
So It Goes,3.3,19,77,crime
Namak,4.5,13,75,crime
Los Hijos De Camelia y Emilio,6.4,29,82,crime
Nacida Para Vengar,8.0,9,102,crime
Po du xing dong,6.8,5,79,crime
The AI Dharma Story,1.8,1100,89,crime
The Burned Hand,8.0,12,85,crime
The Kills,8.8,9,70,crime
Jimmy's Friends,7.0,11,94,crime
El Cartel De Teresa,8.0,9,96,crime
El Juego Del Poder,7.8,10,95,crime
Kenda,8.9,20,135,crime
Randa Ramphal,8.5,8,70,crime
Detroit Ransom,6.8,11,76,crime
Lealtad o Morir,8.2,9,87,crime
Der Wien-Krimi: Blind ermittelt - Tod im Palais,6.9,30,88,crime
Las Hermanas Del Cartel,8.2,5,91,crime
La Nueva Camelia,5.6,18,95,crime
Duelo De Capos,6.3,29,83,crime
Runnin' from Wolves,7.2,10,133,crime
Beautifully Broken People,8.9,9,75,crime
Cageling,5.9,8,69,crime
Mufasa: The Lion King,6.6,64000,118,family
Moana 2,6.6,102000,100,family
Flow,7.9,75000,85,family
Sonic the Hedgehog 3,6.9,60000,110,family
Paddington in Peru,6.7,21000,106,family
How to Make Millions Before Grandma Dies,8.0,15000,125,family
Transformers One,7.6,51000,104,family
Despicable Me 4,6.2,66000,94,family
The Day the Earth Blew Up: A Looney Tunes Movie,7.0,4300,91,family
Inside Out 2,7.5,217000,96,family
IF,6.4,58000,104,family
Kung Fu Panda 4,6.3,68000,94,family
Average Joe,4.3,577,100,family
The Garfield Movie,5.7,24000,101,family
My Penguin Friend,6.7,5200,97,family
Harold and the Purple Crayon,5.7,8400,90,family
Descendants: The Rise of Red,4.7,7100,91,family
Young Hearts,8.0,4800,99,family
Wallace & Gromit: Vengeance Most Fowl,7.5,35000,82,family
Spellbound,5.5,7400,109,family
The Forge,6.7,4900,124,family
Not Just a Goof,7.8,332,87,family
Hitpig,5.1,952,86,family
Piece by Piece,6.9,5500,93,family
Thelma the Unicorn,5.7,3000,93,family
